objectid,filename,title,creator,description,date,date_is_approximate,subject,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,display_template,object_location,image_small,image_thumb,youtubeid
h23,h23.pdf,Correspondence with Dr. Sorenson regarding available courses related to Black history,Ernest W. Hartung,"Letter from President Ernest Hartung to Dr. Kirk M. Sorenson; the Associate Director of the Higher Education for Research and Planning in the Idaho Office of Higher Education.  Letter lists seven courses and the letter also notes that there is no official ""Black Studies Program.""",1971-06-18,,Black Studies,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h23.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h23_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h23_th.jpg,
h25,h25.pdf,Memorandum to Dr. Hartung,Siegfried B. Rolland,Typewritten memorandum with handwritten notes and a received stamp from Siegfried B. Rolland to Dr. Ernest W. Hartung.,1971-06-15,,Black Studies,,"UG 13, Box 15, Folder 364",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h25.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h25_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h25_th.jpg,
h26,h26.pdf,State of Idaho Board of Education memorandum about Idaho's Black Studies programs,Kirk Sorensen,Memorandum from Kirk Sorenson to Ernest Hartung asking for information regarding Idaho's black studies programs.  A handwritten note is on the bottom of the document addressed to Siegfried B. Rolland to write brief response for Sorenson.,1971-06-08,,Black Studies,,"UG 13, Box 15, Folder 364",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h26.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h26_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h26_th.jpg,
h27,h27.pdf,Southern Illinois University correspondence regarding Black Studies curriculum in American colleges and universities,Hank Wilson,"Letter from Hank Wilson; the Coordinator of Community Relations under the Office of Higher Education and the State Board of Education.  The letter talks about Wilson's research project ""Toward a Model with Rationale for Black Studies Curriculum"" which deals with Black Studies Programs at universities in the US.",1971-06-01,,Black Studies,,"UG 13, Box 15, Folder 364",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h27.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h27_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h27_th.jpg,
h39,h39.pdf,"Memorandum regarding ""Black Literature Course Support for AV and Outside Speakers""",Jack L. Davis,Memorandum to VP Coonrod discussing the continued assistance for the Black Literature course and the tighter restraint of funds from $500 to $400.,1972-06-05,,Black Studies,,"UG 13, Box 21, Folder 486",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h39.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h39_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h39_th.jpg,
h4,h4.pdf,Memorandum regarding Black Literature funds,Jack Davis,Memorandum to Bob Coonrod from Jack Davis stating that the funds for the Black Literature will be spent exclusively on library acquisitions.,1970-11-27,,Black Studies,,"UG 13, Box 14, Folder 331",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h4.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h4_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h4_th.jpg,
h40,h40.pdf,University of Montana correspondence regarding Black Studies,Ulysses S. Doss,Letter from Ulysses S. Doss to Coonrod that lists four points necessary to establish a minority/ethics program.,1971-04-02,,Black Studies,,"UG 13, Box 21, Folder 486",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h40.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h40_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h40_th.jpg,
h42,h42.pdf,Instruction and department research chart,,Document includes job positions at University of Idaho including cost and justification. The positions include one for the Black Studies Program director.,,,Black Studies,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h42.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h42_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h42_th.jpg,
h43,h43.pdf,Memorandum regarding new positions in the College of Letters and Science,Boyd A. Martin,"Memorandum discusses the appointment of new positions in History, Political Science, Philosophy, English, and Sociology/Anthropology. Handwritten notes are on the top and left side of the document.",1969-12-19,,Black Studies,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h43.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h43_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h43_th.jpg,
h44,h44.pdf,University of Utah correspondence with President Hartung,Thomas C. King,Letter from Thomas C. King at University of Utah to President Hartung inquiring about minority studies administration at University of Utah and requesting information from University of Idaho about the best way to structure it.,1971-09-30,,Black Studies,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h44.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h44_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h44_th.jpg,
h45,h45.pdf,Response to correspondence from the University of Utah,Ernest W. Hartung,Response to Thomas C. King from Ernest W. Hartung discussing administrative structure for the University of Idaho's minority group planning.,1971-10-15,,Black Studies,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h45.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h45_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h45_th.jpg,
h46,h46.pdf,Graduate Assistantship job posting,,"Graduate Assistantship job posting within the intercultural programs office that lists duties, stipend, and qualifications.  Posting lists Corky Bush as the recruiting officer for the position.",1972-06-01,,Black Studies,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h46.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h46_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h46_th.jpg,
h5,h5.pdf,Correspondence to Indiana University from Robert W. Coonrod regarding a survey,Robert W. Coonrod,"Letter from Robert W. Coonrod to Reuben R. McDaniel, Jr. concerning his survey, ""A Study of Patterns of Institutional Response to Blacks in Higher Education."" ",1970-11-03,,Black Studies,,"UG 13, Box 14, Folder 331",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h5.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h5_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h5_th.jpg,
h6,h6.pdf,"Correspondence from Reuben R. McDaniel, Jr. to Robert W. Coonrod regarding McDaniel's survey",Reuben R. McDaniel Jr.,"Letter from Reuben R. McDaniel, Jr. to Coonrod inquiring about survey entitled, ""A Study of Patterns of Institutional Response to Blacks in Higher Education."" ",1970-09-21,,Black Studies,,"UG 13, Box 14, Folder 331",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h6.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h6_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h6_th.jpg,
